state,year,n_new_dx,n_idu_dx,idu_pct
Arkansas,2021,335,13.065,3.9
California,2021,4583,339.14200000000005,7.4
Colorado,2021,405,21.06,5.2
Connecticut,2021,234,21.06,9.0
Delaware,2021,84,6.972,8.3
"Washington, D.C.",2021,198,10.097999999999999,5.1
Florida,2021,3889,190.56100000000004,4.9
Georgia,2021,2293,66.497,2.9
Hawaii,2021,73,14.015999999999998,19.2
Idaho,2021,53,2.014,3.8
Illinois,2021,1195,64.53,5.4
Indiana,2021,528,49.104000000000006,9.3
Iowa,2021,123,13.038,10.6
Kansas,2021,154,20.02,13.0
Kentucky,2021,387,82.818,21.4
Louisiana,2021,896,68.992,7.7
Maine,2021,31,2.015,6.5
Maryland,2021,732,37.332,5.1
Massachusetts,2021,442,106.964,24.2
Michigan,2021,641,42.306,6.6
Minnesota,2021,286,28.028000000000002,9.8
Mississippi,2021,461,22.127999999999997,4.8
Missouri,2021,544,27.743999999999996,5.1
Montana,2021,21,1.008,4.8
Nebraska,2021,106,11.978000000000002,11.3
Nevada,2021,501,37.074,7.4
New Hampshire,2021,32,4.992,15.6
New Jersey,2021,1013,72.936,7.2
New Mexico,2021,153,13.005,8.5
New York,2021,2140,158.36,7.4
North Carolina,2021,1388,62.46,4.5
North Dakota,2021,37,5.994,16.2
Ohio,2021,918,111.07799999999999,12.1
Oklahoma,2021,383,39.832,10.4
Oregon,2021,200,28.0,14.0
Pennsylvania,2021,935,85.085,9.1
Rhode Island,2021,68,9.995999999999999,14.7
South Carolina,2021,654,41.202,6.3
South Dakota,2021,31,6.013999999999999,19.4
Tennessee,2021,835,96.86,11.6
Texas,2021,4515,239.295,5.3
Utah,2021,134,4.02,3.0
Vermont,2021,13,1.0010000000000001,7.7
Virginia,2021,793,37.271,4.7
Washington,2021,459,38.097,8.3
West Virginia,2021,151,88.939,58.9
Wisconsin,2021,251,19.076,7.6
Wyoming,2021,7,0.0,0.0
Puerto Rico,2021,414,16.146,3.9
Alabama,2022,689,35.828,5.2
Alaska,2022,37,1.9980000000000002,5.4
Arizona,2022,851,52.762,6.2
Arkansas,2022,306,14.075999999999999,4.6
California,2022,4899,342.93,7.0
Colorado,2022,444,18.203999999999997,4.1
Connecticut,2022,223,14.049,6.3
Delaware,2022,126,9.954,7.9
"Washington, D.C.",2022,214,10.913999999999998,5.1
Florida,2022,4272,170.88,4.0
Georgia,2022,2483,72.007,2.9
Hawaii,2022,78,12.012,15.4
Idaho,2022,43,6.02,14.0
Illinois,2022,1294,55.641999999999996,4.3
Indiana,2022,611,75.76400000000001,12.4
Iowa,2022,120,6.96,5.8
Kansas,2022,132,8.052,6.1
Kentucky,2022,402,73.164,18.2
Louisiana,2022,865,82.175,9.5
Maine,2022,42,3.99,9.5
Maryland,2022,746,32.824,4.4
Massachusetts,2022,443,73.095,16.5
Michigan,2022,626,33.804,5.4
Minnesota,2022,262,25.938000000000002,9.9
Mississippi,2022,498,24.9,5.0
Missouri,2022,508,44.196,8.7
Montana,2022,15,1.995,13.3
Nebraska,2022,90,9.99,11.1
Nevada,2022,537,31.146,5.8
New Hampshire,2022,28,5.012,17.9
New Jersey,2022,1063,81.851,7.7
New Mexico,2022,149,21.009,14.1
New York,2022,2221,164.354,7.4
North Carolina,2022,1357,74.635,5.5
North Dakota,2022,36,2.988,8.3
Ohio,2022,851,96.16300000000001,11.3
Oklahoma,2022,396,47.916,12.1
Oregon,2022,250,36.0,14.4
Pennsylvania,2022,949,118.625,12.5
Rhode Island,2022,70,7.0,10.0
South Carolina,2022,722,41.876,5.8
South Dakota,2022,42,8.988,21.4
Tennessee,2022,863,104.42299999999999,12.1
Texas,2022,4890,268.95,5.5
Utah,2022,152,8.056000000000001,5.3
Vermont,2022,3,0.0,0.0
Virginia,2022,836,44.308,5.3
Washington,2022,485,32.98,6.8
West Virginia,2022,136,90.98400000000001,66.9
Wisconsin,2022,291,18.915,6.5
Wyoming,2022,14,2.0020000000000002,14.3
Puerto Rico,2022,358,23.986,6.7
Alabama,2023,710,31.95,4.5
Alaska,2023,28,1.9879999999999998,7.1
Arizona,2023,926,64.82,7.0
Arkansas,2023,304,13.983999999999998,4.6
California,2023,4918,339.34200000000004,6.9
Colorado,2023,481,27.897999999999996,5.8
Connecticut,2023,242,19.118000000000002,7.9
Delaware,2023,101,5.05,5.0
"Washington, D.C.",2023,190,3.04,1.6
Florida,2023,4438,155.33,3.5
Georgia,2023,2359,82.565,3.5
Hawaii,2023,59,2.006,3.4
Idaho,2023,49,4.997999999999999,10.2
Illinois,2023,1569,70.605,4.5
Indiana,2023,674,55.94200000000001,8.3
Iowa,2023,137,4.9319999999999995,3.6
Kansas,2023,150,9.0,6.0
Kentucky,2023,396,49.104000000000006,12.4
Louisiana,2023,858,68.64,8.0
Maine,2023,36,3.9959999999999996,11.1
Maryland,2023,726,29.04,4.0
Massachusetts,2023,532,78.204,14.7
Michigan,2023,696,48.72,7.0
Minnesota,2023,321,20.865,6.5
Mississippi,2023,525,27.825,5.3
Missouri,2023,553,29.862000000000002,5.4
Montana,2023,29,2.0010000000000003,6.9
Nebraska,2023,98,6.957999999999999,7.1
Nevada,2023,573,26.930999999999997,4.7
New Hampshire,2023,35,8.995,25.7
New Jersey,2023,935,62.645,6.7
New Mexico,2023,187,20.944000000000003,11.2
New York,2023,2369,182.41299999999998,7.7
North Carolina,2023,1394,83.64,6.0
North Dakota,2023,21,3.003,14.3
Ohio,2023,879,74.715,8.5
Oklahoma,2023,385,36.96,9.6
Oregon,2023,241,26.991999999999997,11.2
Pennsylvania,2023,921,72.759,7.9
Rhode Island,2023,65,7.02,10.8
South Carolina,2023,837,49.383,5.9
South Dakota,2023,52,9.984,19.2
Tennessee,2023,892,83.84800000000001,9.4
Texas,2023,5075,304.5,6.0
Utah,2023,153,7.956,5.2
Vermont,2023,10,3.0,30.0
Virginia,2023,870,46.11,5.3
Washington,2023,419,35.196000000000005,8.4
West Virginia,2023,99,52.965,53.5
Wisconsin,2023,255,16.065,6.3
Wyoming,2023,21,1.008,4.8
Puerto Rico,2023,389,14.004000000000001,3.6
